,Standard scored,Standard received,Mechelen scored,Mechelen received,Anderlecht scored,Anderlecht received,Club Brugge scored,Club Brugge received,Lierse scored,Lierse received,Waregem scored,Waregem received,Westerlo scored,Westerlo received,Cercle Brugge scored,Cercle Brugge received,Gent scored,Gent received,Lokeren scored,Lokeren received,Genk scored,Genk received,Mouscron-Peruwelz scored,Mouscron-Peruwelz received,Kortrijk scored,Kortrijk received,Oostende scored,Oostende received,Waasland-Beveren scored,Waasland-Beveren received,Charleroi scored,Charleroi received
10,1.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,2.6666666666666665,1.0,2.3333333333333335,1.3333333333333333,1.0,2.0,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667
11,1.0,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,1.0,2.6666666666666665,1.0,1.6666666666666667,1.0,1.3333333333333333,2.0,1.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,2.0,1.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666667,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333
12,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,3.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,2.6666666666666665,1.0,1.3333333333333333,2.6666666666666665,1.6666666666666667,2.6666666666666665,2.3333333333333335,2.3333333333333335,0.3333333333333333,1.0,2.0,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.0,2.3333333333333335
13,1.6666666666666667,0.0,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,2.0,1.0,0.0,1.6666666666666667,1.3333333333333333,1.0,1.0,2.6666666666666665,0.6666666666666666,2.0,2.3333333333333335,1.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0,2.3333333333333335,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667
14,1.6666666666666667,0.0,0.6666666666666666,1.3333333333333333,2.0,1.0,3.0,0.3333333333333333,0.0,1.6666666666666667,2.0,0.6666666666666666,0.3333333333333333,4.0,0.3333333333333333,2.0,1.6666666666666667,1.0,3.0,1.0,1.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.6666666666666667
15,2.0,1.0,0.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,3.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,2.6666666666666665,0.3333333333333333,3.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.6666666666666665,0.3333333333333333,1.3333333333333333,2.0,1.0,2.3333333333333335,1.6666666666666667,0.3333333333333333
16,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,3.6666666666666665,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.6666666666666665,2.6666666666666665,1.0
17,1.0,1.6666666666666667,0.0,2.0,1.6666666666666667,3.0,2.6666666666666665,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,2.0,1.0,1.6666666666666667,0.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,2.3333333333333335,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.6666666666666667,1.0,2.0,2.0,2.0,1.3333333333333333
18,0.6666666666666666,1.6666666666666667,0.0,1.0,2.3333333333333335,2.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,1.0,2.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,2.0,2.0,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333
19,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,3.0,1.0,1.3333333333333333,3.6666666666666665,1.0,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,2.0,3.0,0.6666666666666666
20,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,3.0,0.0,4.333333333333333,0.6666666666666666,1.0,5.0,1.0,1.0,1.3333333333333333,2.6666666666666665,1.0,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,0.3333333333333333,2.0,4.0,0.6666666666666666
21,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,3.0,0.0,3.6666666666666665,0.6666666666666666,0.0,5.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0,1.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,2.0,0.3333333333333333,1.6666666666666667,3.6666666666666665,1.6666666666666667,1.3333333333333333,2.6666666666666665,0.3333333333333333,2.0,3.0,1.0
22,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.6666666666666666,3.3333333333333335,0.3333333333333333,0.3333333333333333,3.3333333333333335,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.0,1.0,1.0,3.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,3.0,1.3333333333333333,1.0,3.6666666666666665,0.6666666666666666,1.6666666666666667,1.0,1.0
23,2.0,1.0,1.0,1.3333333333333333,1.0,0.6666666666666666,2.0,0.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,3.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,2.6666666666666665,3.3333333333333335,0.3333333333333333,0.6666666666666666,4.0,1.3333333333333333,2.0,0.3333333333333333,0.6666666666666666
24,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,2.0,1.0,2.0,1.3333333333333333,1.6666666666666667,0.0,2.0,3.3333333333333335,1.3333333333333333,1.6666666666666667,1.0,1.0,0.3333333333333333,0.0,2.6666666666666665,1.6666666666666667,0.0,0.3333333333333333,2.0,1.0,1.3333333333333333,0.3333333333333333,0.0
25,2.3333333333333335,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,2.3333333333333335,2.0,1.0,1.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,0.0,2.3333333333333335,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.0
26,2.3333333333333335,1.0,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,2.0,0.3333333333333333,4.0,1.0,2.0,2.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,0.0,1.6666666666666667,2.6666666666666665,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.0,0.3333333333333333
27,1.6666666666666667,1.0,2.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,1.0,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,2.6666666666666665,1.0,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,2.0,1.0,0.6666666666666666,2.0,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333
28,1.3333333333333333,1.0,2.0,1.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.0,2.0,2.6666666666666665,1.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,3.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,0.6666666666666666
29,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,3.3333333333333335,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.0,1.6666666666666667,1.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,2.6666666666666665,2.3333333333333335,1.0,1.6666666666666667,1.0,0.3333333333333333
