,Dortmund scored,Dortmund received,RB Leipzig scored,RB Leipzig received,Freiburg scored,Freiburg received,Fortuna Dusseldorf scored,Fortuna Dusseldorf received,Leverkusen scored,Leverkusen received,Wolfsburg scored,Wolfsburg received,Ein Frankfurt scored,Ein Frankfurt received,Bayern Munich scored,Bayern Munich received,Hertha scored,Hertha received,M'gladbach scored,M'gladbach received,Schalke 04 scored,Schalke 04 received,Paderborn scored,Paderborn received,FC Koln scored,FC Koln received,Hoffenheim scored,Hoffenheim received,Werder Bremen scored,Werder Bremen received,Mainz scored,Mainz received,Augsburg scored,Augsburg received,Union Berlin scored,Union Berlin received
16,2.6666666666666665,1.6666666666666667,3.0,1.3333333333333333,1.0,2.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.0,1.0,1.3333333333333333,1.0,2.3333333333333335,3.6666666666666665,0.6666666666666666,0.6666666666666666,0.0,1.0,0.6666666666666666,1.3333333333333333,1.0,1.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,4.0,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.6666666666666667
17,3.0,2.6666666666666665,3.0,1.6666666666666667,1.6666666666666667,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,2.3333333333333335,3.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,1.0,2.3333333333333335,2.6666666666666665,1.0,1.6666666666666667,1.0,0.3333333333333333,2.0,2.0,1.0,2.3333333333333335,2.6666666666666665,0.6666666666666666,2.3333333333333335
18,3.6666666666666665,2.0,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.6666666666666665,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.0,3.6666666666666665,0.0,0.6666666666666666,1.6666666666666667,1.0,1.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,2.0,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,3.3333333333333335,1.3333333333333333,1.6666666666666667
19,5.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.6666666666666667,2.6666666666666665,1.0,2.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,4.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.6666666666666665,2.6666666666666665,2.0,2.0,1.0,0.6666666666666666,1.6666666666666667,1.0,2.6666666666666665,1.6666666666666667,2.6666666666666665,1.0,2.6666666666666665
20,4.333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,2.6666666666666665,1.6666666666666667,2.0,1.6666666666666667,2.6666666666666665,0.3333333333333333,2.6666666666666665,0.3333333333333333,1.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,2.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.6666666666666667,2.3333333333333335,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.6666666666666667
21,4.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,2.0,2.6666666666666665,2.3333333333333335,2.6666666666666665,1.6666666666666667,2.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,2.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,2.6666666666666665
22,3.0,1.3333333333333333,2.6666666666666665,0.0,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,3.0,1.6666666666666667,2.6666666666666665,1.0,2.0,2.0,2.3333333333333335,1.0,1.0,3.0,2.3333333333333335,1.0,0.3333333333333333,2.0,1.3333333333333333,2.0,2.3333333333333335,2.0,1.0,1.6666666666666667,0.0,2.3333333333333335,1.0,1.6666666666666667,0.3333333333333333,2.6666666666666665,2.0,1.3333333333333333
23,2.3333333333333335,0.0,3.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,2.3333333333333335,2.0,1.0,3.0,1.3333333333333333,0.3333333333333333,2.0,4.333333333333333,1.0,1.6666666666666667,3.0,2.6666666666666665,1.3333333333333333,0.0,2.6666666666666665,1.0,2.3333333333333335,3.0,1.3333333333333333,1.0,3.3333333333333335,0.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,2.0,2.0,2.0
24,1.6666666666666667,0.3333333333333333,2.0,0.3333333333333333,1.0,1.3333333333333333,2.0,1.3333333333333333,2.3333333333333335,0.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,2.0,3.6666666666666665,0.6666666666666666,1.6666666666666667,3.3333333333333335,1.6666666666666667,1.6666666666666667,0.3333333333333333,3.0,1.0,2.3333333333333335,3.3333333333333335,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.6666666666666667,2.0
25,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.3333333333333333,2.6666666666666665,0.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667
26,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
