,Antwerp scored,Antwerp received,Club Brugge scored,Club Brugge received,Mechelen scored,Mechelen received,Standard scored,Standard received,Genk scored,Genk received,Oostende scored,Oostende received,Mouscron scored,Mouscron received,Gent scored,Gent received,Charleroi scored,Charleroi received,Kortrijk scored,Kortrijk received,Anderlecht scored,Anderlecht received,St Truiden scored,St Truiden received,Waasland-Beveren scored,Waasland-Beveren received,Cercle Brugge scored,Cercle Brugge received,Waregem scored,Waregem received,Eupen scored,Eupen received
10,1.3333333333333333,2.0,3.3333333333333335,0.0,1.6666666666666667,2.0,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,2.0,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333,3.6666666666666665,1.0,1.0,0.3333333333333333,3.6666666666666665,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.6666666666666667
11,2.0,2.0,2.0,0.3333333333333333,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.0,1.0,0.6666666666666666,1.0,2.6666666666666665,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,2.0,0.6666666666666666,0.3333333333333333,2.6666666666666665,1.3333333333333333,2.0,0.0,3.3333333333333335,2.6666666666666665,0.6666666666666666,1.0,1.3333333333333333
12,2.0,2.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,0.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0
13,2.0,2.0,2.0,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,0.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333
14,1.6666666666666667,2.0,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.6666666666666665,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666
15,1.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.6666666666666667,2.0,0.6666666666666666,2.0,1.0,0.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.0,1.0
16,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,2.0,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333
17,2.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,1.3333333333333333,2.0,0.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,1.0
18,2.0,0.0,2.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.0,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.3333333333333333,3.3333333333333335,0.6666666666666666,2.3333333333333335,2.0,1.0,0.3333333333333333,0.6666666666666666
19,2.0,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.0,2.6666666666666665,1.0,3.0,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0
20,0.6666666666666666,0.3333333333333333,2.6666666666666665,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,1.0,3.0,0.3333333333333333,1.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.6666666666666667
21,1.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,0.0,2.3333333333333335,1.0,2.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.0,1.0,0.0,3.0,1.0,1.6666666666666667
22,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.0,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,2.6666666666666665,1.0,2.6666666666666665,2.6666666666666665,0.6666666666666666,2.6666666666666665,0.6666666666666666,1.0,1.3333333333333333,1.0,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,3.0,1.0,1.0
23,1.3333333333333333,1.0,1.6666666666666667,1.0,1.0,2.6666666666666665,2.0,2.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,2.3333333333333335,3.3333333333333335,0.6666666666666666,1.0,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,2.0,1.6666666666666667,1.0,0.3333333333333333
24,1.0,1.0,1.0,0.6666666666666666,1.0,2.6666666666666665,1.0,1.3333333333333333,1.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.6666666666666665,0.6666666666666666,2.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.3333333333333333,1.6666666666666667,2.0,2.0,1.3333333333333333,1.6666666666666667
25,0.6666666666666666,1.0,1.0,0.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,1.0,2.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,3.0,1.3333333333333333,1.0,2.0,2.0,1.6666666666666667,2.6666666666666665
26,0.6666666666666666,1.0,1.0,0.3333333333333333,2.6666666666666665,1.0,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.0,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.3333333333333333,2.0,2.3333333333333335,0.6666666666666666,2.6666666666666665,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.6666666666666667,4.666666666666667
27,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,3.0,0.0,1.3333333333333333,1.0,1.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.0,3.0,1.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,3.0,1.0,0.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,3.3333333333333335
28,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.0,1.6666666666666667,2.0,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,5.333333333333333,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.0,2.6666666666666665,1.0,0.6666666666666666,1.0,3.3333333333333335,1.3333333333333333,2.6666666666666665
29,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,0.6666666666666666,1.0,3.3333333333333335,0.0,0.0,1.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,1.0,0.6666666666666666
