,Genk scored,Genk received,Club Brugge scored,Club Brugge received,Anderlecht scored,Anderlecht received,Standard scored,Standard received,Oostende scored,Oostende received,Antwerp scored,Antwerp received,Waregem scored,Waregem received,Waasland-Beveren scored,Waasland-Beveren received,Cercle Brugge scored,Cercle Brugge received,St Truiden scored,St Truiden received,Gent scored,Gent received,Mouscron scored,Mouscron received,Charleroi scored,Charleroi received,Eupen scored,Eupen received,Kortrijk scored,Kortrijk received,Lokeren scored,Lokeren received
17,1.0,1.0,1.6666666666666667,1.6666666666666667,1.0,2.0,1.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.0,2.3333333333333335,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335
18,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0
19,1.6666666666666667,0.3333333333333333,2.0,1.0,1.0,2.0,2.6666666666666665,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,1.0,2.6666666666666665,0.3333333333333333,1.0,2.0,1.0,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0
20,2.3333333333333335,0.3333333333333333,2.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,2.6666666666666665,0.6666666666666666,0.6666666666666666,2.0,1.0,2.6666666666666665,2.0,3.0,1.3333333333333333,1.3333333333333333,1.0,2.0,0.3333333333333333,1.0,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.0
21,2.6666666666666665,1.0,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.0,2.0,1.6666666666666667,2.3333333333333335,2.0,2.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,2.0,1.0,1.3333333333333333,2.0,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.3333333333333335
22,2.3333333333333335,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,1.0,2.0,2.0,1.0,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.0,2.0,1.0,2.0,2.0,0.3333333333333333,2.6666666666666665
23,2.0,1.6666666666666667,1.0,1.0,1.0,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,2.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.0,1.6666666666666667,2.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.6666666666666666,3.0
24,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.0,1.0,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,2.0,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,2.3333333333333335,2.6666666666666665,1.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,2.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.0,1.0,2.0
25,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.0,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.6666666666666665,2.3333333333333335,1.0,1.0,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,1.0,1.3333333333333333,2.0
26,1.0,1.0,2.3333333333333335,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.0,1.6666666666666667,3.0,1.3333333333333333,2.3333333333333335,2.0,1.0,1.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.0,1.6666666666666667
27,0.6666666666666666,1.3333333333333333,2.0,1.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.0,1.6666666666666667,2.6666666666666665,1.0,2.3333333333333335,1.3333333333333333,1.0,2.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,3.0,1.6666666666666667,0.6666666666666666,2.0
28,0.6666666666666666,0.3333333333333333,2.3333333333333335,0.6666666666666666,2.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.0,1.6666666666666667,2.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,2.0,1.3333333333333333,1.0,2.3333333333333335,1.0,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,3.0,2.6666666666666665,1.6666666666666667,0.3333333333333333,1.3333333333333333
29,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,2.0,0.3333333333333333,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.6666666666666667,2.0,1.0,2.3333333333333335,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333
