,Club Brugge scored,Club Brugge received,Charleroi scored,Charleroi received,Waregem scored,Waregem received,St Truiden scored,St Truiden received,Mouscron scored,Mouscron received,Waasland-Beveren scored,Waasland-Beveren received,Anderlecht scored,Anderlecht received,Genk scored,Genk received,Standard scored,Standard received,Antwerp scored,Antwerp received,Mechelen scored,Mechelen received,Gent scored,Gent received,Kortrijk scored,Kortrijk received,Lokeren scored,Lokeren received,Oostende scored,Oostende received,Eupen scored,Eupen received
10,2.0,1.0,1.3333333333333333,1.0,1.0,3.6666666666666665,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,1.0,1.0,1.3333333333333333,2.0,3.3333333333333335,1.3333333333333333,1.0,1.0,2.0,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,3.0,2.0
11,1.3333333333333333,1.3333333333333333,1.0,2.0,0.6666666666666666,3.3333333333333335,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,3.3333333333333335,2.0,0.3333333333333333,1.0,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.0,2.0
12,1.6666666666666667,1.0,1.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.0,1.3333333333333333,1.0,2.0,2.6666666666666665,2.0,1.6666666666666667,1.0,1.0,0.0,2.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.0,0.6666666666666666,1.0,1.0,1.3333333333333333,2.0,0.3333333333333333,2.0,2.3333333333333335
13,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.3333333333333335,2.0,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.0,1.0,0.6666666666666666,1.0,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,3.3333333333333335,0.6666666666666666,2.0,3.3333333333333335
14,2.3333333333333335,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.0,2.3333333333333335,3.6666666666666665,1.0,2.0,1.0,2.0,1.6666666666666667,1.0,0.3333333333333333,0.0,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,0.0,2.0,2.3333333333333335,0.6666666666666666,2.0,2.6666666666666665
15,2.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.3333333333333333,2.6666666666666665,2.0,2.3333333333333335,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.0,2.6666666666666665,0.0,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.0
16,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,1.0,2.0,0.3333333333333333,3.0,2.6666666666666665,0.6666666666666666,1.0,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,2.3333333333333335,0.3333333333333333,2.3333333333333335,2.3333333333333335,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333
17,2.6666666666666665,1.6666666666666667,2.0,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,2.3333333333333335,1.3333333333333333,1.0,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333
18,3.3333333333333335,1.0,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.0,1.0,3.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,2.3333333333333335,1.0,1.0,2.0,0.3333333333333333,1.0,1.0,1.0
19,3.6666666666666665,0.3333333333333333,1.3333333333333333,1.0,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.0,0.3333333333333333,0.6666666666666666
20,4.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,2.0,1.0,0.0,2.3333333333333335,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333
21,3.0,1.3333333333333333,2.0,0.3333333333333333,1.0,2.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.0,0.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,0.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.0,1.3333333333333333
22,3.0,2.0,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,2.0,0.6666666666666666,3.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,2.0,2.0,1.0,0.0,2.0,1.3333333333333333,0.6666666666666666,2.0,1.0,1.0,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,1.0
23,1.6666666666666667,2.0,1.0,0.6666666666666666,2.0,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.6666666666666667,2.0,1.6666666666666667,1.0,1.0,2.3333333333333335,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.0,2.0,2.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,2.0,2.3333333333333335,1.0,1.0
24,2.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.0,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.3333333333333333
25,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,0.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.6666666666666667,0.6666666666666666,3.3333333333333335,2.0,0.6666666666666666,2.3333333333333335,1.0,1.3333333333333333,2.0,0.3333333333333333,2.0,0.0,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666
26,2.0,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,1.0,2.6666666666666665,1.3333333333333333,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,2.0,1.0,2.3333333333333335,0.0,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.0,1.6666666666666667
27,1.3333333333333333,1.3333333333333333,1.0,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.6666666666666667,2.6666666666666665,3.6666666666666665,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,3.0,1.0,2.0,1.6666666666666667,0.0,2.6666666666666665,1.3333333333333333,1.0,2.3333333333333335,1.0,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,0.0,1.6666666666666667,2.0
28,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,2.0,3.0,1.0,1.6666666666666667,2.6666666666666665,2.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,2.0,2.0,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.3333333333333335
29,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.6666666666666667,1.0,0.0,1.0,1.3333333333333333,3.6666666666666665,0.3333333333333333,1.6666666666666667,3.3333333333333335,2.0,2.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.0,2.0,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,1.0,1.0,1.3333333333333333,2.0,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.3333333333333333
