,Celta scored,Celta received,Ath Madrid scored,Ath Madrid received,Barcelona scored,Barcelona received,Espanol scored,Espanol received,Eibar scored,Eibar received,Betis scored,Betis received,Villarreal scored,Villarreal received,La Coruna scored,La Coruna received,Malaga scored,Malaga received,Vallecano scored,Vallecano received,Real Madrid scored,Real Madrid received,Sociedad scored,Sociedad received,Sevilla scored,Sevilla received,Valencia scored,Valencia received,Sp Gijon scored,Sp Gijon received,Levante scored,Levante received,Ath Bilbao scored,Ath Bilbao received,Getafe scored,Getafe received,Las Palmas scored,Las Palmas received,Granada scored,Granada received
11,1.3333333333333333,3.0,1.0,0.3333333333333333,3.0,0.0,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,1.0,1.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,3.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0
12,1.0,2.6666666666666665,1.0,0.0,3.6666666666666665,0.0,1.0,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,2.0,1.0,0.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.0,1.0,1.6666666666666667,1.3333333333333333
13,1.0,1.3333333333333333,1.3333333333333333,0.0,3.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,1.0,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333
14,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.0,0.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.0,1.6666666666666667,1.0,1.3333333333333333,1.0,0.6666666666666666,2.3333333333333335,2.0,0.6666666666666666,1.0,2.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667
15,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,1.0,0.3333333333333333,1.3333333333333333,4.666666666666667,4.666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667
16,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,3.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,1.6666666666666667,1.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.0,4.666666666666667,4.333333333333333,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,0.0,1.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.0,1.6666666666666667,0.6666666666666666,1.0,2.3333333333333335
17,0.6666666666666666,1.0,1.0,0.3333333333333333,2.3333333333333335,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,0.0,2.6666666666666665,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.0,1.3333333333333333,4.666666666666667,5.0,1.6666666666666667,1.0,2.3333333333333335,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,2.0,1.3333333333333333,1.0,2.3333333333333335
18,0.0,1.6666666666666667,1.6666666666666667,0.0,2.6666666666666665,0.0,0.3333333333333333,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.0,3.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.0,2.0,3.3333333333333335,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.0,0.6666666666666666,1.0,1.0,1.3333333333333333,1.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,3.0
19,1.3333333333333333,2.3333333333333335,2.0,0.0,3.3333333333333335,0.0,0.6666666666666666,1.6666666666666667,3.6666666666666665,0.6666666666666666,0.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.0,1.6666666666666667,2.0,4.0,1.0,1.6666666666666667,1.0,1.6666666666666667,1.0,1.3333333333333333,2.0,0.6666666666666666,3.0,1.6666666666666667,2.0,0.6666666666666666,3.3333333333333335,2.0,0.6666666666666666,1.0,2.0,1.0,3.3333333333333335
20,1.3333333333333333,2.6666666666666665,1.6666666666666667,0.0,4.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,3.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,2.0,1.3333333333333333,3.6666666666666665,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,2.0,2.6666666666666665,2.6666666666666665,2.3333333333333335,1.6666666666666667,3.3333333333333335,2.0,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,3.6666666666666665
21,1.6666666666666667,2.6666666666666665,1.3333333333333333,0.6666666666666666,3.3333333333333335,0.6666666666666666,1.0,3.6666666666666665,2.6666666666666665,2.6666666666666665,0.6666666666666666,1.0,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,4.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,2.3333333333333335,2.0,2.3333333333333335,3.0,2.0,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.6666666666666665
22,0.6666666666666666,2.0,1.3333333333333333,1.0,2.0,0.6666666666666666,0.6666666666666666,4.333333333333333,1.3333333333333333,3.3333333333333335,1.0,1.0,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,1.0,2.3333333333333335,0.6666666666666666,3.0,0.6666666666666666,2.6666666666666665,2.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.3333333333333335,2.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667
23,1.0,3.0,1.6666666666666667,1.0,3.3333333333333335,0.6666666666666666,0.3333333333333333,4.333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,4.0,1.0,3.3333333333333335,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.0,0.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,0.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.0
24,1.6666666666666667,3.0,1.3333333333333333,0.3333333333333333,3.3333333333333335,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.6666666666666667,2.0,1.3333333333333333,1.0,0.3333333333333333,0.0,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,3.0,0.0,1.6666666666666667,1.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.0,2.3333333333333335,0.3333333333333333,2.0,0.6666666666666666,2.3333333333333335
25,1.6666666666666667,2.6666666666666665,0.6666666666666666,0.0,3.3333333333333335,1.0,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,2.0,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667
26,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,3.0,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.0,1.0,1.0,0.0,0.3333333333333333,2.0,1.0,1.3333333333333333,1.6666666666666667,3.0,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,1.3333333333333333,2.0,2.3333333333333335,0.6666666666666666,0.0,2.6666666666666665,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666
27,0.6666666666666666,2.3333333333333335,2.3333333333333335,0.3333333333333333,3.6666666666666665,0.6666666666666666,2.0,2.0,0.0,2.0,2.3333333333333335,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,2.6666666666666665,1.6666666666666667,2.0,1.3333333333333333,3.0,3.3333333333333335,1.0,0.6666666666666666,1.6666666666666667,1.0,1.0,1.0,2.3333333333333335,0.6666666666666666,2.6666666666666665,0.6666666666666666,2.3333333333333335,3.0,0.3333333333333333,0.3333333333333333,2.0,2.0,0.0,1.0,0.6666666666666666
28,0.6666666666666666,2.3333333333333335,3.0,0.3333333333333333,5.0,0.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,2.0,2.0,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,3.3333333333333335,1.6666666666666667,1.6666666666666667,1.0,2.6666666666666665,4.0,1.0,0.3333333333333333,1.6666666666666667,2.0,1.0,1.0,1.6666666666666667,0.0,1.6666666666666667,1.0,1.3333333333333333,3.0,0.6666666666666666,0.3333333333333333,3.6666666666666665,2.0,0.6666666666666666,1.0,1.0
29,1.3333333333333333,2.3333333333333335,2.3333333333333335,1.0,4.0,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,2.0,1.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,4.333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.0,1.0,2.0,1.0,0.6666666666666666,2.6666666666666665,1.0,0.6666666666666666,1.0,1.6666666666666667
30,1.3333333333333333,0.3333333333333333,3.0,1.0,3.0,1.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,0.6666666666666666,3.0,2.0,2.3333333333333335,1.0,1.6666666666666667,1.0,0.3333333333333333,1.6666666666666667,1.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,3.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333
31,1.3333333333333333,0.3333333333333333,3.0,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.6666666666666666,2.0,2.0,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0,3.3333333333333335,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,1.0,1.0
32,1.0,0.6666666666666666,3.6666666666666665,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,2.0,1.0,2.3333333333333335,1.0,2.0,1.6666666666666667,1.0,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,3.6666666666666665,0.6666666666666666,1.3333333333333333,1.0,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,3.0,2.0,1.0,0.3333333333333333,1.3333333333333333
33,1.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,3.0,1.0,1.0,2.0,0.6666666666666666,3.0,1.0,0.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,4.0,0.3333333333333333,0.6666666666666666,1.0,1.0,4.0,0.3333333333333333,1.0,1.3333333333333333,1.0,1.6666666666666667,2.6666666666666665,0.6666666666666666,1.0,1.0,1.0,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.0,2.6666666666666665,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333
34,1.3333333333333333,1.0,1.6666666666666667,0.0,5.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.0,2.0,0.6666666666666666,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,3.3333333333333335,0.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,3.6666666666666665,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,2.6666666666666665,1.0,1.0,2.6666666666666665,1.6666666666666667,2.6666666666666665,1.0,1.0,1.6666666666666667,2.6666666666666665,1.6666666666666667,0.6666666666666666,2.0,2.0
35,1.3333333333333333,1.3333333333333333,1.0,0.0,5.333333333333333,0.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,3.6666666666666665,1.3333333333333333,1.0,1.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,2.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,3.3333333333333335,1.3333333333333333,1.3333333333333333,2.0,1.0,2.0,1.3333333333333333,3.0,1.6666666666666667
36,1.3333333333333333,1.0,1.0,0.6666666666666666,4.333333333333333,0.0,0.3333333333333333,3.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,2.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.0,2.3333333333333335,1.6666666666666667,2.0,1.3333333333333333,1.0,1.6666666666666667,1.0,2.0,1.0,2.6666666666666665,1.6666666666666667
37,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,3.3333333333333335,0.0,1.6666666666666667,2.3333333333333335,1.0,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.0,2.3333333333333335,2.3333333333333335,2.0
